Gene names,Mori sector,wt_mass_fraction_poor,wt_mass_fraction_rich,rela_mass_fraction_poor,rela_mass_fraction_rich,wt_mass_fraction_poor_err,wt_mass_fraction_rich_err,rela_mass_fraction_poor_err,rela_mass_fraction_rich_err
fadH,S,2.1940176452752705e-06,4.0065366791491543e-07,2.644284598568457e-06,2.3338770001503172e-06,7.759547327464482e-09,4.0065366791491543e-07,2.0991754778527907e-07,2.501220846639978e-07
rlmG,R,8.517262218226798e-05,0.00011593966441126745,4.542051282730979e-05,4.966559622697708e-05,1.5819691054289712e-05,2.59509420283516e-06,1.0044227361409458e-06,1.3076520692279991e-06
ygjP,U,4.2551188920002665e-06,5.597608604335425e-06,2.940854764961048e-06,1.7979243606999351e-06,5.371722216805e-07,4.9381782838429304e-08,1.0397536933972722e-08,5.037363888644492e-08
ygjR,S,4.2395602284234275e-05,3.97467988059192e-05,4.7387623212104365e-05,4.691896566329022e-05,6.323465735728057e-06,1.2362416417906018e-07,1.7144888639912304e-07,3.9672503629193385e-07
alx,U,1.521023782350612e-05,1.1245534124907936e-05,5.6471376795529555e-06,6.382035394158605e-06,7.354218955265166e-07,1.4757884554562336e-06,5.573623345459711e-07,1.943350440256317e-06
yqjC,A,1.4150834771852718e-06,1.8797348437937015e-06,5.741527516360308e-06,1.972872540930423e-06,8.224265336166111e-09,8.8197588337751e-08,3.975818888922092e-07,7.403824178486736e-08
yqjG,S,2.1354709712414867e-05,1.2532567802509711e-05,7.50472503348364e-05,6.0231685438601616e-05,1.098013962339545e-06,1.3724688796468751e-06,2.136209463779886e-06,3.974531383703779e-06
tdcE,S,2.0261312042368796e-06,2.2873326079238782e-06,9.586964563284606e-07,2.5885626777026012e-06,9.443837154533512e-07,3.721642860955185e-07,7.865060660315078e-08,1.838111960884747e-07
obgE,R,0.00016952896877776732,0.0002026624439024609,0.00013793760911038727,0.00010541114196710447,2.8495702323069565e-06,8.915082282317724e-06,1.7204637171995579e-06,1.1221935872246202e-06
agaV,S,1.4514018175551006e-06,0.0,2.9803244305128073e-06,1.1448913002356412e-06,1.4514018175551006e-06,0.0,5.5157177344388246e-08,1.0242547050453616e-08
hrpA,A',0.00016209157457040962,0.00019025542024731315,0.00018037853005158723,0.00014140333479518687,2.072591833197511e-07,9.588475473661112e-06,9.623249552201575e-07,7.146487530553379e-06
nudL,U,4.0204729833493255e-06,6.612150587804148e-06,4.59341311108305e-06,6.792849548715439e-06,4.0249232650763475e-07,1.636153711354164e-07,4.513326512457253e-07,1.4670769582432386e-07
ycaK,S',2.6638281601704542e-05,8.475204217314885e-06,2.229669056565268e-05,9.505385751779103e-06,8.544182537239581e-07,1.6799512084030158e-07,7.7420489914539e-07,7.931281177096284e-08
lpxH,U,9.503038257103432e-06,7.0451083850782005e-06,1.1653160201323099e-05,1.1119030589403945e-05,1.1879747810156729e-06,1.4444331310425932e-07,7.234639694837608e-07,8.00635049836844e-07
flgN,C,8.669051889297027e-05,4.7034515330000526e-05,1.394087023411865e-06,1.41899881976467e-06,5.9517207378576855e-06,2.205697823905414e-07,1.394087023411865e-06,5.55141873240849e-07
pqiB,S',9.499698220034387e-05,6.231294496095433e-05,9.49811436620483e-05,7.901841652986435e-05,3.349502776920877e-06,3.521203461444496e-06,1.1522894117072193e-05,1.1713971816394245e-06
uup,R,0.00011303294443870884,0.0001749641407354526,0.00011684256679424494,9.795120891314176e-05,6.709318749349377e-06,6.301195136338748e-06,7.535179777681499e-06,1.7156599847215298e-06
ycaL,U,3.634060671091251e-06,1.8680255846442723e-06,3.8584527530314025e-06,1.9299550224461287e-06,1.3232245751686356e-06,2.0288739355454602e-07,6.605821478635321e-07,2.7821936597203446e-07
kdsD,S,0.0002601165954662679,0.0002802205652883165,0.0002638001793751297,0.0003070939659170007,7.967439338933669e-07,1.4448010756401162e-05,1.7936532449496303e-06,2.87033467801575e-05
nanK,S,5.831921359100162e-06,7.521706859795093e-07,3.87563127600801e-06,1.6589657119887692e-06,8.348855649571963e-07,7.521706859795093e-07,4.452388397069792e-07,1.5822613445555482e-07
lpoA,A',0.0003630158677760794,0.00029241841081152777,0.0003379065259039016,0.00030549939790172886,3.2163014386419556e-06,9.044962109018692e-06,8.600039691917199e-06,8.903676948542733e-06
yraQ,S',3.0059541042564095e-05,9.223907358036194e-06,1.9271860904021356e-05,6.2523853187463435e-06,2.1496573240394774e-07,2.013585184617278e-07,2.114257778712632e-07,2.887956001627576e-07
yraR,S,8.465133365313545e-06,3.1031036029748097e-06,1.8481461235343885e-05,6.24524306699686e-05,3.234665293287669e-07,1.226394773918158e-06,2.431836136978283e-07,2.120237491349711e-05
yhbO,S,2.253792580325914e-06,0.0,7.80096365296424e-06,3.654398008062686e-06,5.590396177297628e-07,0.0,1.3203110337423092e-06,1.7348985653388906e-07
yhbQ,U,1.1373355585951558e-06,5.756704644274654e-07,1.0003362698215834e-06,8.1052930229422e-07,7.215473102144426e-08,1.0457568521293235e-07,5.341954324468161e-09,1.9278478708351508e-08
kefB,U,2.85177628245632e-06,1.2449527122329044e-05,9.136466422971947e-06,4.514502682523359e-05,1.052578766969175e-06,7.842795888972098e-07,1.2726965947628555e-07,2.4584907283694856e-06
fkpA,C,0.00087294150959838,0.0008407840290741254,0.0009300445806535659,0.000884556787871303,3.0466563166492433e-05,1.1528044210451396e-05,2.8438969576158606e-06,0.00013510533002457852
yheT,U,5.847162319401486e-06,8.653440785300976e-06,5.517068268528748e-06,5.048090742399923e-06,2.6209516536829345e-07,1.5711098134107746e-06,4.086430106239657e-07,1.7192583353808277e-07
tusB,S,1.1163873442584557e-05,9.371448530843037e-06,1.4423878877767933e-05,1.3143223164090944e-05,5.479712818231483e-07,1.5557666535629106e-07,2.2561094594872455e-07,6.898069102738428e-07
tusC,S,3.7659248987518444e-06,1.6189475895219628e-05,4.72069027260876e-06,1.7355757707113845e-05,3.058470280521622e-07,3.7377552583563926e-07,1.4809664390507303e-07,4.681494353673877e-06
tusD,A,1.5858969209611557e-05,7.24960135908529e-06,2.02877975042671e-05,1.0724157784406743e-05,9.398550772802854e-08,6.74378563561325e-07,1.1978679684279141e-06,4.180987411791456e-07
yhfK,U,3.565832474512265e-05,7.69778624977987e-06,3.4063082944893205e-05,1.8837710136845272e-05,6.258612924945478e-07,5.377671832750852e-07,2.1990874515423386e-05,2.3632263870119412e-07
frlR,C',2.9645961399236336e-05,2.2021999573563702e-05,3.96566031598848e-05,2.96998200945771e-05,1.1864140935724998e-06,3.4600063601667885e-07,2.280022029635696e-06,3.4605564072987793e-06
ais,A',0.0,6.623594493608601e-08,2.7864147690802265e-06,2.9536282167439946e-06,0.0,6.623594493608601e-08,5.6165392030373774e-08,1.6122237600555707e-08
dxr,A',4.146379799959832e-05,5.156943685423934e-05,6.233035396691278e-05,6.96701601103862e-05,1.5350195453602725e-06,1.1689956862014566e-07,5.912871620790226e-06,2.1835025008051833e-06
proQ,R,0.0008504002028641116,0.0009677238345411425,0.0009091277192723925,0.0008462041167235648,8.469860082151051e-06,3.18773624081433e-05,2.1510345474866355e-05,2.7720223221143242e-06
luxS,A,0.0008645092507417934,0.0009401503211502109,0.0015687832882874076,0.001705671360065162,1.4854843619474642e-05,2.1853306273120915e-05,4.659316637105489e-06,8.130751463584574e-06
ybdH,C',0.00017121421281786196,3.7652796517135467e-06,7.16939868565887e-05,7.057947764107889e-06,5.347445242382136e-06,5.474461897729281e-07,3.888343325714166e-06,6.337405991631389e-07
tsaC,R,8.743977178741082e-05,6.143239735055357e-05,0.00012099064185281075,9.258669500989374e-05,1.981828947159877e-06,5.356138082474248e-07,3.5076418398429646e-06,4.129906453678347e-06
yrdD,U,4.221812115681256e-06,3.463208682773773e-06,1.6936767143782643e-05,1.962182990281682e-05,1.1171990306977266e-07,4.174546354839795e-08,2.3360802283472295e-06,2.8794518894102337e-07
yrdB,A',8.454428691934521e-06,6.618585289415e-06,1.4199194380732299e-05,1.4089800364555647e-05,5.657955264057337e-07,2.205649219838658e-07,9.019131842657898e-07,4.835345626054214e-07
nudE,S',0.00011718335884162087,0.00011670280024360673,0.00015906429490882717,0.00020211895600898128,1.140358402181203e-05,5.779892580213354e-06,3.705405557407311e-06,8.790756512638004e-06
yrfF,S',0.00013579386990272659,0.00010927569480375006,0.0001101286243565255,0.00019560031820010514,2.110069062231159e-06,1.2511607470402624e-05,9.77775464023356e-06,1.7652489513255966e-05
ybgF,A',0.00038455569816666204,0.0004982053246343915,0.00043348959349530163,0.0004327386802835759,4.962876822559367e-06,6.8257996436196745e-06,1.0244549789491323e-05,1.8010980538459427e-05
mtgA,U,8.009276699492301e-07,3.0513485230519757e-07,1.4220187593221805e-06,8.502435156652505e-07,5.3125777584638744e-08,7.544120693772826e-08,3.954819768760972e-07,7.230726223228254e-08
dsdC,U,1.7393420693799896e-06,1.2071127871266588e-05,2.69412892447585e-06,2.5531343446674387e-05,4.36274010485321e-10,7.313683559016496e-07,4.839632919382617e-07,5.612164436420792e-07
hexR,C,5.620647893241673e-05,3.5465420390043855e-05,1.3411200066810008e-05,7.739142729145682e-06,1.5268624485105287e-06,2.535312058679565e-06,6.535153506708532e-07,2.5038920230573376e-07
yajI,U,9.814770582626345e-07,2.470171393974519e-06,1.3354910930043456e-06,4.637839557108265e-06,5.634294955323522e-08,5.484372140312223e-07,2.1267837593424632e-08,7.495391475048621e-07
yedI,C,3.7850235849568443e-05,2.9561951547668883e-05,5.5862249816333054e-05,4.6667641467462324e-05,5.15288967094181e-08,1.7808484874123036e-06,1.3518198025925757e-06,1.965617064686392e-06
ybhC,R,0.00037332675393393915,0.0005741390947990479,0.00036831189937651794,0.00029216602322235916,1.0726620185629948e-05,7.962222071300262e-05,0.00015651047663370514,1.5606851460162074e-06
yfiN,U,1.8891447363567098e-07,0.0,0.0,6.855603518508549e-07,1.8891447363567098e-07,0.0,0.0,6.389469365958525e-08
yedJ,U,3.6141471464406752e-06,5.044252118156494e-06,9.265552226179173e-06,1.0261980142323192e-05,2.1418046950375568e-07,1.0052478062751994e-07,3.987606801789594e-07,1.300266844485491e-06
yhdP,A,5.267933165056655e-05,5.024023264933126e-05,6.612497294844289e-05,0.00010859722009729411,1.4083133598459976e-05,8.341930788318772e-06,3.889709006667249e-06,9.93271147555474e-07
yhgF,U,0.0007154746770908827,0.0007088366323196258,0.000592688761670817,0.0005973565433175105,9.682852703459118e-06,1.1532681188220926e-05,2.269725814213583e-06,2.1446282181609077e-06
rtcA,U,0.0,0.0,6.576989137607784e-07,1.81270124252538e-07,0.0,0.0,1.5263667895529423e-07,1.81270124252538e-07
rtcB,U,6.897638625527597e-07,0.0,0.0,1.7731567664621905e-07,1.8610878338877732e-07,0.0,0.0,1.7731567664621905e-07
yhhW,S,3.2257921205774585e-05,1.749784732023373e-05,5.740951897157163e-05,6.466933910568784e-05,1.3941383767979222e-06,2.1728739356227987e-07,1.7858365824260828e-06,1.253417188171253e-07
yhhX,A,0.00013872718500212224,0.00017268426377527147,0.00034941024796093974,0.0003279762136366896,4.764818440788473e-06,4.938109758331925e-06,2.901277608080162e-05,2.230310465830979e-08
yhhY,U,2.700849917315474e-06,3.557146013085035e-05,1.1108993879337204e-05,6.30482319919309e-05,1.9693452610952333e-08,4.612896385311439e-07,9.69963984543595e-07,2.8955933484254925e-06
gntK,U,4.388420943292763e-06,3.2303438548316553e-06,3.876377651071971e-06,2.9743840601421534e-06,4.0584108014236754e-07,9.361411029063062e-07,2.4408666791669584e-07,1.0135388292413773e-06
uspC,U,1.7483650258328988e-07,2.689565901350506e-07,4.576155563837856e-06,5.750857590148312e-06,1.7483650258328988e-07,2.689565901350506e-07,2.96495319059195e-07,1.006813680568066e-07
ftsK,A,0.0002695336852551702,0.0002006731777616136,0.0002309074856171921,0.0002337832885027357,1.4559463956044408e-07,9.897472880294049e-06,2.173583360529778e-05,2.692459125888208e-06
mlc,S',1.8543057532206574e-05,1.4724972266209942e-05,1.863160124583629e-05,1.5492854442825907e-05,2.6458377286135473e-06,2.2960023165102188e-07,9.079120912235118e-07,8.918615554504016e-07
puuE,C,7.931662561588775e-05,7.029738762154538e-05,0.00028593522713888763,0.00011246696158939833,1.661740517878872e-06,1.1968780453923145e-07,1.5221390627752145e-06,1.3297924504078725e-06
nei,A',7.540752646734204e-06,8.335465350083848e-06,1.8611595744813438e-05,1.6999704043134198e-05,4.879373770154672e-07,2.849819174144085e-07,8.345344359543595e-07,1.9216266203521954e-07
aer,C,0.0001165404712026194,8.312897060825845e-05,1.2539047256954965e-06,0.0,1.104171369347049e-05,8.200531580579708e-06,3.606612620017115e-08,0.0
mhpE,U,2.2945089494035396e-06,1.598059831961737e-06,4.572129105389036e-06,2.5103218433481145e-06,1.0271500838030012e-06,1.1435846525026194e-08,3.734157076306347e-08,1.4038276084146487e-07
yaiL,R,4.917707931719774e-05,4.74240285105656e-05,4.1571961198874345e-05,3.803429925999788e-05,5.472123219080953e-07,6.609195927406945e-07,4.2858809076190974e-07,4.1625431984238415e-07
frmB,U,4.213256215279634e-05,4.8444751155092864e-05,2.2915597194459893e-05,2.93589797368469e-05,4.22654762637938e-07,1.412636237475071e-07,1.5714596502168388e-06,1.5033005669434187e-06
ycjG,S,8.739424910728373e-06,4.562894298500655e-06,2.050384723369107e-05,1.707570096959611e-05,3.077327232651813e-07,3.0087502179929403e-07,1.2902873821526137e-07,1.369595004509806e-06
nudI,U,3.1579541497955076e-06,6.081382549719871e-06,6.36119609388805e-06,8.138693575821076e-06,1.317109439127025e-08,2.111172544701927e-06,4.309952577018115e-09,4.101497764553876e-07
yecM,A',3.6138730675006e-05,1.9177813796269274e-05,6.652418025528904e-05,4.28980269699754e-05,5.65570534647191e-07,6.815105840482864e-07,5.428967066808146e-07,7.385166942434199e-07
ygfF,U,1.1596177125022418e-05,4.11213528587115e-06,7.598604750851488e-06,1.6708395966409763e-05,1.0404794054451778e-06,3.887362820613632e-07,1.7086162725758102e-06,1.590261957450252e-06
yggU,A',1.2454193417330129e-05,1.5660339094582098e-05,9.875277997274746e-06,1.4406622327776653e-05,3.830194582283402e-07,5.453493624741799e-07,1.620319888872491e-07,3.8401393002615254e-07
rdgB,R,0.0001612481088048306,0.00012552436332356713,0.00014626143046973127,0.00011802404830981757,3.7943880611290864e-06,1.7604942571482944e-08,2.567815212153524e-06,9.991939739343423e-07
yggW,U,1.3919309459748557e-05,1.4001634492749323e-05,1.4590096231083592e-05,1.5285026315081092e-05,2.612723992832028e-07,3.160587793178596e-06,2.1109440227951854e-08,3.378053922195986e-06
fsr,U,2.031635881522549e-05,2.0113829596417853e-05,2.632841619089923e-05,3.7919638322084325e-05,1.01853796677758e-07,1.3175617919575732e-06,2.808679757677944e-06,1.1870928895691383e-06
qseB,C,8.796811164362829e-07,1.047965920302409e-06,6.7645457781611176e-06,7.195738709523909e-06,2.515605598569185e-07,3.911549837179047e-08,1.2325728087309453e-06,6.006796206737963e-07
hisQ,A',0.00010890958129378104,9.151798810041425e-06,8.535956668365133e-05,1.7191973652071967e-05,6.285008299900336e-06,4.7273113145862694e-07,7.792212872890779e-07,8.502283252418822e-07
ldcC,U,1.024177024774933e-06,3.850259745385519e-07,9.306753971170569e-06,5.96467176898006e-06,1.762654172951718e-07,3.433887546590777e-08,5.606478786800544e-07,1.0507333261217486e-06
yaeR,A,2.195777255533146e-05,1.8792049187728417e-05,3.5075174696578776e-05,5.340046735790684e-05,8.555882960539744e-07,2.284642279564271e-06,4.349056298593698e-08,5.285630239267351e-07
tilS,A',4.9847468238476054e-05,4.4484143227599556e-05,6.695068560560392e-05,5.931749701185623e-05,7.265223895329528e-06,6.351261229282889e-06,3.359005452846609e-07,1.041835168453501e-06
glrK,U,1.1905927949615896e-05,9.063533949384264e-06,3.018811628640407e-05,5.58422987286246e-05,8.491767155289176e-07,3.3357192819913424e-06,1.6607081048109974e-06,2.8687898332565208e-06
yfhL,U,1.0389445928334706e-06,2.5631107925153648e-06,0.0,1.1551294749725867e-06,3.530391745258085e-08,1.0913919753464056e-06,0.0,4.188521288934384e-08
rstA,C',9.375854821907707e-05,5.6007929902073245e-05,0.0001219739715588073,7.48714470788036e-05,2.5128607064556305e-06,5.9800208021981805e-06,4.3624551571936157e-07,9.018938092929469e-07
ratB,R,3.297335964066359e-05,4.254338715138436e-05,2.728298163088328e-05,2.9703767968163316e-05,5.052098003638962e-07,4.719911105706377e-09,9.302160895006628e-08,1.363022227263848e-06
rnlA,U,2.1461069292366865e-05,4.124982389447185e-05,1.622001058996348e-05,2.2560965592595153e-05,1.6676259857099327e-07,7.934567280657279e-07,5.316249368628589e-07,5.433908641174474e-06
yfjW,U,2.8966708695432097e-06,4.518459780628974e-06,3.956711273497326e-06,5.161435757801423e-06,4.6251445402960225e-07,1.2703418498366458e-08,2.449122012851747e-07,2.423330033304421e-07
ygbI,S,1.4370330255639215e-05,2.047492559979168e-05,2.3457155237038436e-05,3.07246861570474e-05,6.677507728792146e-07,2.2531657907065014e-06,1.208969003708156e-06,1.1664818903009751e-05
fliI,C,0.000111034075061048,7.560992596682644e-05,1.70953176439809e-05,6.6390594035616065e-06,3.2245423029814195e-06,4.762969703368038e-08,1.2798902000050655e-06,6.6390594035616065e-06
fliJ,U,4.762046113394766e-06,2.0185675544172843e-06,0.0,0.0,1.3652359334634116e-06,6.457289905850185e-08,0.0,0.0
fliK,C,1.2820064244081821e-05,9.11820497247005e-06,0.0,0.0,9.098960317991587e-08,5.082734071360323e-07,0.0,0.0
fliZ,C,0.00011088676894938432,7.992823805564992e-05,1.413166144892577e-06,2.1419603040690408e-05,1.256551173683208e-06,4.471913474312581e-06,4.2906759963436525e-07,9.484195443198073e-07
ldhA,S,0.00012535893472030309,0.00012811195033684658,0.00019493747311800631,0.0001870439048269663,1.3167362705296913e-06,3.2353887993945404e-06,4.8823091053069005e-06,4.996050575978563e-06
hslJ,A',1.760768636979149e-05,3.1917038304818735e-05,2.3390433494732723e-05,2.7406670867418538e-05,6.991018091002479e-07,3.711860060532542e-06,4.837014869000994e-06,1.1064591826761854e-07
ydbH,U,1.8393597284108035e-05,2.3397283335711623e-05,2.558365595020324e-05,2.7161207767673393e-05,6.709703421954141e-07,1.637718454619441e-07,2.397208122215721e-07,2.522415624144517e-06
ydbK,S,0.00019663850960476308,0.00012041384061198448,0.00014931214027592022,0.0001647170091296365,1.1753022531479674e-06,6.03185857622323e-07,4.016935670593085e-06,5.68291572963431e-07
pgl,S,0.00026803606919433075,0.0003979660889324951,0.0005619634969868591,0.0007269628866408489,1.986725543572069e-05,5.794860226216125e-06,3.880599735515641e-06,2.3457738144116037e-05
rlmD,A',3.4283940942090334e-05,2.4265914118206483e-05,4.143460151123813e-05,2.7666542489360646e-05,2.1126248009582476e-06,5.776832453315241e-07,9.642855683705e-06,5.581469199003868e-06
ygaP,S',1.9241093971968425e-05,1.3596708080933863e-05,3.904986826279271e-05,3.873835211071796e-05,1.0801036422134874e-07,4.1965503454446995e-07,2.316857748837028e-07,7.557943248375222e-07
wecF,A',1.9154329841498617e-05,4.044036992613177e-05,1.9088359554784503e-05,4.088200704184762e-05,6.994933087581763e-07,2.596729996998878e-06,4.395001119250835e-07,6.761871495460451e-07
ysgA,S,9.179628635963692e-05,3.292160660273692e-05,0.0002423749278109175,0.00013439827879033645,3.7640799858390647e-06,9.082965307324641e-06,1.4673670297605547e-05,7.705215134042953e-06
sgcB,U,0.0,1.6626474367932234e-07,2.6820965888308157e-06,3.833473236240248e-07,0.0,1.6626474367932234e-07,3.2191354172224777e-07,3.833473236240248e-07
rapA,R,0.00020241927740029844,0.0003816020242159332,0.0001426873996082447,0.00022434620109746875,1.492051213964932e-06,2.005229184441859e-05,2.120295461945749e-06,5.0686034146390965e-06
mukF,S',7.204147462336791e-05,0.00011767855323723911,7.755059230023042e-05,0.00010858838450001536,1.9591222672521422e-06,1.1363367764783314e-06,9.96195038457982e-06,7.273512896208994e-06
truB,R,0.00013663520628375404,0.0001336668578820128,0.00011431432980498746,9.300254420814026e-05,1.5326786171844715e-06,1.162631375876507e-05,1.1492611197724435e-06,7.136264832303379e-06
rsmH,S',0.00012717406122474855,0.00015178456147835022,0.00017833610815783547,0.0002599004426477835,3.814787304310424e-06,5.306450500300021e-06,1.754817981352029e-06,1.4043939790903885e-06
rplB,R,0.007149523737057286,0.007621913689692703,0.005382512944040473,0.004614839453874059,0.0002450877947206922,0.00047840236396961113,5.649893277413732e-05,4.772784016589173e-06
rplC,R,0.00235545379094843,0.0028054801832841183,0.0018694116908674055,0.0017990960345336253,2.429614574177329e-05,2.6597877509911255e-05,7.830835230417468e-05,1.5872605440817164e-05
ispU,S,3.001192381257772e-05,1.7167196573568336e-05,2.9353840032649078e-05,1.5989261304602856e-05,8.83675560285396e-06,1.2427617655409418e-06,1.2461932116629855e-07,1.970639954358355e-06
gmk,R,9.273908870810856e-05,0.00016369614107032563,0.00011744132469092367,0.00017704161017734012,2.759257195122254e-06,1.1604121846133951e-07,1.2640852121955016e-06,3.307299203534535e-06
guaC,A,0.0004842728435296295,0.000672764038028721,0.0005374042609107959,0.0005688217858273616,5.4467325132137974e-05,4.493046815104635e-06,5.0686336520956374e-08,9.8491579073939e-06
hisH,A,0.0002874292436262605,9.072035539536547e-05,0.0005278653139331594,0.0002769305772223536,6.609523282271034e-06,4.989462768550425e-06,2.7186320009754e-05,1.3984837665553546e-06
rplX,R,0.0024579744833950084,0.0033824484667196865,0.0018325529524256456,0.002180529774791933,4.131112974752483e-05,8.782469193508455e-05,3.4542656980025756e-05,4.5780389829996014e-05
speB,U,0.00041332521978369925,0.0006412159507814082,0.00026092280707867475,0.0004339921089980825,1.0139549941399594e-06,3.72854753578352e-05,7.351190638419172e-06,1.0007233092250987e-05
hisF,A,0.00046626400939816663,0.00015740113406237876,0.001010662098059128,0.0006250848981208659,6.3547159587544954e-06,7.417755857968934e-06,6.755125029409784e-06,0.00017170770692576681
lipA,C',0.00030422821420643994,0.0007824238959773889,0.00037475264326782855,0.00056147122004412,2.866618476179771e-06,5.103938064213512e-05,5.085725365421153e-06,2.5651430799039903e-06
lipB,A',5.965578217448001e-05,8.392668928271009e-05,5.7297522375834006e-05,7.753519019617598e-05,2.2747718479230616e-06,8.268878311184873e-07,5.75616692445608e-06,7.081022284087955e-06
rplD,R,0.0008120890457787316,0.001287979415727466,0.0007566637352904675,0.000915767893905167,2.017945015875451e-05,4.441024102526045e-05,8.881728124169057e-06,5.1808588060656515e-05
msbA,R,0.00021643630998801068,0.0002420755769008323,0.00026814861463722296,0.0002528872339385541,4.9021864014512555e-06,4.66484130282845e-06,4.566763651754526e-06,8.20495129208668e-06
hisG,A,0.0010709500487748069,0.00028710741290490123,0.0017113309193077725,0.0006432821218446643,2.5430510608895232e-05,2.1284076887193032e-05,2.623138537486379e-06,1.7147436280340865e-05
lepA,R,0.0006778618447577385,0.0011202555551998413,0.0006562510394285724,0.0007572145236407523,1.9331238988581293e-05,2.2356340406220207e-05,5.348882690004656e-06,5.2890157620301566e-05
ybjL,A,1.7463761885617074e-05,2.4673965516698296e-05,2.604436280581338e-05,4.4778492320256486e-05,9.939462371114727e-07,2.161604478499243e-06,5.420903355321955e-09,1.1164159301487217e-05
yidE,S,8.73479759821226e-06,1.3926236136876452e-05,1.577629148443783e-05,3.594152760481839e-05,2.187228349002195e-06,4.5584051587991524e-08,1.5101396894829253e-06,1.293505384854018e-06
hisS,U,0.0007330296121759736,0.0008106825331536272,0.0007940640247494935,0.0007888631242986769,5.505454892154321e-06,4.010445655722324e-07,1.694200862735625e-05,4.702578824584329e-06
uppP,A',2.793743461444793e-05,2.281264361422296e-05,3.936519721177374e-05,2.502090820676165e-05,1.4500505003392633e-06,1.9555582765458698e-06,1.6363681919260235e-06,1.4315642696675465e-06
lgt,U,2.214366469422495e-05,1.1642983899590376e-05,2.0601573834150984e-05,1.3818544085367843e-05,7.1262800382553335e-09,1.3636168658087848e-07,6.829598023483386e-07,7.917280096924814e-07
rplV,R,0.004220982697360891,0.004832022096969721,0.0030865962640875735,0.0031166532284587194,3.296070458324706e-05,3.6357912957353695e-05,0.00011597937297278091,1.7009801250772233e-05
lolA,S',7.578614153641328e-05,7.912391983422414e-05,0.00013529454953101837,0.00017905652343868744,1.1459710266265548e-07,9.368235181147447e-06,1.0018748879251401e-05,2.996543599018985e-05
lolB,A',8.296002604656427e-05,9.196877385884594e-05,0.00010815107000261066,0.00014027465868006933,7.560941301819933e-06,7.963816950298824e-07,1.1552372590569631e-07,5.069889972167618e-07
can,A,0.00107257201400796,0.0009912972586148105,0.0014396023705583274,0.00145150472074132,4.145853284920798e-06,3.302071309022449e-05,0.00011956273411593875,5.51241478847442e-05
ribE,U,0.0005314142790319985,0.0006276436647993445,0.0004806711497292957,0.00043730587949207685,1.4218292920935315e-06,5.407831373190015e-05,9.313584427469144e-06,3.694102534992951e-05
rmlA2,S,2.040426411660173e-05,4.64820919281254e-05,2.023722866046137e-05,5.9377252009391156e-05,3.251751433361315e-07,2.449635386913317e-06,5.161242724476671e-07,9.275082503198821e-07
mdh,S,0.005049660224683398,0.002958270949883083,0.006448286487321234,0.00534667748289795,0.00014533271379584987,1.3221860914062154e-05,0.00022731710984331618,7.480391925122941e-05
fldA,R,0.0008334296159745989,0.001125596686141808,0.0008546853132246445,0.0010425443313426984,5.52258429787557e-05,6.589698255906836e-05,4.1761922743460494e-05,4.800124178845817e-06
rplE,R,0.004447263489552496,0.005123887728205009,0.003528277510600769,0.003299687579698809,2.2131711255856182e-05,0.00012902236757016128,0.00012060368728305051,6.168400801964485e-05
mdoH,C',0.00020707788665054472,0.0002522755750744651,0.000179889628405552,0.00023339288396877125,5.6861567467357755e-06,1.2419783583847823e-07,2.7678986843005833e-06,4.843041722260095e-06
treF,A,5.6622327797397e-07,0.0,4.050030146315083e-06,4.822825721990496e-06,1.4894314801263352e-07,0.0,1.640225175821529e-06,1.548665511975656e-06
ispE,S',7.768278716458886e-05,5.136761428048751e-05,9.661171276503039e-05,9.416749340789978e-05,4.238542918376857e-06,3.9390103534108005e-06,1.4542242712758052e-05,2.8068755126517227e-06
ispF,S',0.0001620527588742084,0.00012168181149365526,0.0001705995101774106,0.0001317283791660613,1.0120443033894596e-05,1.8558620970430195e-06,1.3793612933966015e-05,6.025216433581124e-07
ispG,R,0.0003092787914586015,0.0003665356062734668,0.00030026073458240137,0.0004085983616395709,2.004487482225648e-05,7.78638431670484e-08,1.4433452287059803e-06,7.337379602736344e-06
ispH,R,0.00011923450474226578,0.00012646465407392362,0.0001181649618985991,0.00013105375877519584,4.307616105371227e-07,1.443418806251433e-05,1.0912916459383093e-07,1.079408681267736e-06
apaG,S,5.132662645072574e-06,3.0197693179454665e-06,1.0675997832432108e-05,8.831017440542453e-06,5.608419184901615e-07,6.043711014056773e-07,5.770002652863896e-07,1.7823521046692932e-07
gpmA,A,0.0016818096686634452,0.0016779075159601513,0.001603023290886979,0.0018908854874474083,1.8403459269317407e-05,2.2555710177040063e-05,8.299856885796717e-06,1.7762519877811966e-05
yaeH,S,0.00023044053097513327,0.00022460991921671806,0.00053377201692965,0.0006088717629983149,7.828971162265116e-06,4.549449698662965e-06,2.095762699035232e-05,2.965458262074131e-06
nfuA,R,0.0007024054687260721,0.0010369856351700533,0.0012251386196698686,0.000980360501387223,6.194734129174066e-06,2.316984470960323e-05,0.0004585871249177757,4.882058842280878e-05
rlmB,A',0.0002285437531435214,0.0003061460777177915,0.00024632561509682947,0.000302709909564123,3.306547159989082e-06,1.5372720272884943e-06,2.9238458869821013e-05,2.4773343127540177e-06
kup,C',3.632206952676618e-05,3.902469570089696e-05,1.6691203690480136e-05,2.1443755828780976e-05,2.842798651922859e-07,2.721215849774581e-07,3.5152631147853883e-06,3.1602259666545475e-07
